1.0000000000000000e-02, 9.9999999999999995e-08, 7.6628800323980389e-06
1.8016482306544110e-02, 9.9999999999999995e-08, 6.4347600312557421e-05
3.2459363470201695e-02, 9.9999999999999995e-08, 5.1304465656817075e-04
5.8480354764257315e-02, 9.9999999999999995e-08, 3.3281764793450757e-03
1.0536102768906644e-01, 9.9999999999999995e-08, 1.4435973153630190e-02
1.8982350911593698e-01, 9.9999999999999995e-08, 3.6347770445466304e-02
3.4199518933533929e-01, 9.9999999999999995e-08, 4.8095059382551542e-02
6.1615502775833431e-01, 9.9999999999999995e-08, 4.2266918085202783e-02
1.1100946155696227e+00, 9.9999999999999995e-08, 3.2344698219427767e-03
2.0000000000000000e+00, 9.9999999999999995e-08, 4.5208994009398390e-05
1.0000000000000000e-02, 1.6681005372000591e-07, 5.9330938552041996e-05
1.8016482306544110e-02, 1.6681005372000591e-07, 4.9822001032224974e-04
3.2459363470201695e-02, 1.6681005372000591e-07, 3.9723112854974088e-03
5.8480354764257315e-02, 1.6681005372000591e-07, 2.5768379275441664e-02
1.0536102768906644e-01, 1.6681005372000591e-07, 1.1506977616076852e-01
1.8982350911593698e-01, 1.6681005372000591e-07, 2.8042985207681248e-01
3.4199518933533929e-01, 1.6681005372000591e-07, 3.6062656934864562e-01
6.1615502775833431e-01, 1.6681005372000591e-07, 1.1399801447214426e-01
1.1100946155696227e+00, 1.6681005372000591e-07, 2.3377092615427396e-03
2.0000000000000000e+00, 1.6681005372000591e-07, 2.0425628578159323e-04
1.0000000000000000e-02, 2.7825594022071259e-07, 4.5937815806836355e-04
1.8016482306544110e-02, 2.7825594022071259e-07, 3.8575357893317281e-03
3.2459363470201695e-02, 2.7825594022071259e-07, 3.0755968080852611e-02
5.8480354764257315e-02, 2.7825594022071259e-07, 1.9950382402364439e-01
1.0536102768906644e-01, 2.7825594022071259e-07, 8.6483910045820878e-01
1.8982350911593698e-01, 2.7825594022071259e-07, 2.1248974638596887e+00
3.4199518933533929e-01, 2.7825594022071259e-07, 1.7680359072798599e+00
6.1615502775833431e-01, 2.7825594022071259e-07, 2.0647432433771054e-01
1.1100946155696227e+00, 2.7825594022071259e-07, 6.2254167888607433e-03
2.0000000000000000e+00, 2.7825594022071259e-07, 6.3317128946384284e-04
1.0000000000000000e-02, 4.6415888336127821e-07, 3.5567947864378557e-03
1.8016482306544110e-02, 4.6415888336127821e-07, 2.9867436121174012e-02
3.2459363470201695e-02, 4.6415888336127821e-07, 2.3812836321763908e-01
5.8480354764257315e-02, 4.6415888336127821e-07, 1.5444551092824472e+00
1.0536102768906644e-01, 4.6415888336127821e-07, 6.6830053592387433e+00
1.8982350911593698e-01, 4.6415888336127821e-07, 1.4068489115090584e+01
3.4199518933533929e-01, 4.6415888336127821e-07, 3.7828551515746280e+00
6.1615502775833431e-01, 4.6415888336127821e-07, 1.6122066905500057e-01
1.1100946155696227e+00, 4.6415888336127821e-07, 2.2428430238637543e-02
2.0000000000000000e+00, 4.6415888336127821e-07, 1.4421983110765974e-03
1.0000000000000000e-02, 7.7426368268112780e-07, 2.7538965330663412e-02
1.8016482306544110e-02, 7.7426368268112780e-07, 2.3125165914573476e-01
3.2459363470201695e-02, 7.7426368268112780e-07, 1.8436614402041882e+00
5.8480354764257315e-02, 7.7426368268112780e-07, 1.1953171075932328e+01
1.0536102768906644e-01, 7.7426368268112780e-07, 5.2462997281731901e+01
1.8982350911593698e-01, 7.7426368268112780e-07, 5.4428700005094271e+01
3.4199518933533929e-01, 7.7426368268112780e-07, 5.9200271761637788e+00
6.1615502775833431e-01, 7.7426368268112780e-07, 4.1974408438214988e-01
1.1100946155696227e+00, 7.7426368268112780e-07, 5.9338250404087849e-02
2.0000000000000000e+00, 7.7426368268112780e-07, 3.8861702866325306e-03
1.0000000000000000e-02, 1.2915496650148827e-06, 2.1322380189001924e-01
1.8016482306544110e-02, 1.2915496650148827e-06, 1.7904779324424571e+00
3.2459363470201695e-02, 1.2915496650148827e-06, 1.4272930191037553e+01
5.8480354764257315e-02, 1.2915496650148827e-06, 9.2589759412152191e+01
1.0536102768906644e-01, 1.2915496650148827e-06, 3.1161947254798230e+02
1.8982350911593698e-01, 1.2915496650148827e-06, 1.0533245093000346e+02
3.4199518933533929e-01, 1.2915496650148827e-06, 9.6940930822417624e+00
6.1615502775833431e-01, 1.2915496650148827e-06, 1.4846812523861230e+00
1.1100946155696227e+00, 1.2915496650148827e-06, 1.6760261335426144e-01
2.0000000000000000e+00, 1.2915496650148827e-06, 9.5484060547400083e-03
