x	y	z
0.01	1e-07	92.34803589557279
0.01801648230654411	1e-07	91.18669645099772
0.032459363470201695	1e-07	90.76170012113597
0.058480354764257315	1e-07	89.21959797128484
0.10536102768906644	1e-07	81.99632961693912
0.18982350911593698	1e-07	67.78206455833005
0.3419951893353393	1e-07	47.584089847936674
0.6161550277583343	1e-07	33.55727974639862
1.1100946155696227	1e-07	5.9224664463412395
2.0	1e-07	0.5599801703658056
0.01	1.668100537200059e-07	92.34791749927477
0.01801648230654411	1.668100537200059e-07	91.17858113717766
0.032459363470201695	1.668100537200059e-07	90.74517052565035
0.058480354764257315	1.668100537200059e-07	89.09382509172075
0.10536102768906644	1.668100537200059e-07	81.25890681048867
0.18982350911593698	1.668100537200059e-07	61.67986812273391
0.3419951893353393	1.668100537200059e-07	39.809778401172224
0.6161550277583343	1.668100537200059e-07	15.033440057971703
1.1100946155696227	1.668100537200059e-07	2.0387882982412595
2.0	1.668100537200059e-07	0.2049336642400257
0.01	2.782559402207126e-07	92.34758808165704
0.01801648230654411	2.782559402207126e-07	91.1755314020113
0.032459363470201695	2.782559402207126e-07	90.72184021234285
0.058480354764257315	2.782559402207126e-07	88.7488058966546
0.10536102768906644	2.782559402207126e-07	78.21037480462181
0.18982350911593698	2.782559402207126e-07	49.79071834815809
0.3419951893353393	2.782559402207126e-07	28.37965689305145
0.6161550277583343	2.782559402207126e-07	6.198766634678617
1.1100946155696227	2.782559402207126e-07	0.62464738392863
2.0	2.782559402207126e-07	0.07402974136018113
0.01	4.641588833612782e-07	92.34478945421917
0.01801648230654411	4.641588833612782e-07	91.16704003421329
0.032459363470201695	4.641588833612782e-07	90.6260876543575
0.058480354764257315	4.641588833612782e-07	87.76657305889326
0.10536102768906644	4.641588833612782e-07	71.20004005811944
0.18982350911593698	4.641588833612782e-07	33.84097650300975
0.3419951893353393	4.641588833612782e-07	13.945807396917996
0.6161550277583343	4.641588833612782e-07	1.9976849328932025
1.1100946155696227	4.641588833612782e-07	0.22526588332861905
2.0	4.641588833612782e-07	0.02644138697393269
0.01	7.742636826811278e-07	92.34412094844613
0.01801648230654411	7.742636826811278e-07	91.13005884528077
0.032459363470201695	7.742636826811278e-07	90.3348200804306
0.058480354764257315	7.742636826811278e-07	85.08792831277756
0.10536102768906644	7.742636826811278e-07	57.06208176121326
0.18982350911593698	7.742636826811278e-07	21.416271012601836
0.3419951893353393	7.742636826811278e-07	5.5268152769094145
0.6161550277583343	7.742636826811278e-07	0.6086821953296696
1.1100946155696227	7.742636826811278e-07	0.07903179300293792
2.0	7.742636826811278e-07	0.009300474305053052
0.01	1.2915496650148827e-06	92.33702423815065
0.01801648230654411	1.2915496650148827e-06	91.01204014448733
0.032459363470201695	1.2915496650148827e-06	89.55203346750453
0.058480354764257315	1.2915496650148827e-06	78.29699132775767
0.10536102768906644	1.2915496650148827e-06	36.132700896735464
0.18982350911593698	1.2915496650148827e-06	10.882153159280374
0.3419951893353393	1.2915496650148827e-06	1.4359059658782969
0.6161550277583343	1.2915496650148827e-06	0.22972124141553363
1.1100946155696227	1.2915496650148827e-06	0.028391197188901825
2.0	1.2915496650148827e-06	0.0034783826509531906
0.01	2.1544346900318822e-06	92.29665593602215
0.01801648230654411	2.1544346900318822e-06	90.76234216015878
0.032459363470201695	2.1544346900318822e-06	87.310172095687
0.058480354764257315	2.1544346900318822e-06	64.04870525444673
0.10536102768906644	2.1544346900318822e-06	20.369386168971168
0.18982350911593698	2.1544346900318822e-06	4.0099738371405795
0.3419951893353393	2.1544346900318822e-06	0.39327009991926026
0.6161550277583343	2.1544346900318822e-06	0.08258721465686042
1.1100946155696227	2.1544346900318822e-06	0.010446480501579748
2.0	2.1544346900318822e-06	0.0011967310471483466
0.01	3.5938136638046257e-06	92.22510084667007
0.01801648230654411	3.5938136638046257e-06	90.1185031656139
0.032459363470201695	3.5938136638046257e-06	81.67853179773513
0.058480354764257315	3.5938136638046257e-06	42.36476362746652
0.10536102768906644	3.5938136638046257e-06	10.819254636618622
0.18982350911593698	3.5938136638046257e-06	0.9177024604433349
0.3419951893353393	3.5938136638046257e-06	0.14249720929074502
0.6161550277583343	3.5938136638046257e-06	0.029767309764978385
1.1100946155696227	3.5938136638046257e-06	0.003667608288725982
2.0	3.5938136638046257e-06	0.000430859582473431
0.01	5.994842503189409e-06	92.0314319491117
0.01801648230654411	5.994842503189409e-06	88.43109267748707
0.032459363470201695	5.994842503189409e-06	69.369402241275
0.058480354764257315	5.994842503189409e-06	22.985094781654222
0.10536102768906644	5.994842503189409e-06	4.290892313915319
0.18982350911593698	5.994842503189409e-06	0.2759851571059463
0.3419951893353393	5.994842503189409e-06	0.05107456491833989
0.6161550277583343	5.994842503189409e-06	0.010748354764871801
1.1100946155696227	5.994842503189409e-06	0.001349214839239885
2.0	5.994842503189409e-06	0.00016047965990678568
0.01	1e-05	91.56624929391722
0.01801648230654411	1e-05	83.99155746196371
0.032459363470201695	1e-05	49.15584714912017
0.058480354764257315	1e-05	12.009709652634973
0.10536102768906644	1e-05	1.0252544235894963
0.18982350911593698	1e-05	0.09856707243523846
0.3419951893353393	1e-05	0.018401063523106536
0.6161550277583343	1e-05	0.0038485767762550297
1.1100946155696227	1e-05	0.00047368982567086486
2.0	1e-05	5.5647654941171186e-05
